"id","full_name","created_at","description","language","issue_tmp_adoption_time","issue_tmp_adoption_sha","pr_tmp_adoption_time","pr_tmp_adoption_sha"
"18408635","chrislgarry/Apollo-11","2014-04-03T15:45:02Z","Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.","Assembly","2020-03-05T01:48:17Z","d443c7e75999f4fb84f7e7c123c054484c9bb4d5","2020-03-05T02:23:03Z","47d20df7df55d78939ecf5a7cab14a10d1484d83"
"18611173","julianshapiro/velocity","2014-04-09T20:02:38Z","Accelerated JavaScript animation.","TypeScript","2020-08-02T15:22:04Z","e42bbd59ac3eb543b15f45e24f0c455b35c5c5f7","2020-08-02T15:22:04Z","e42bbd59ac3eb543b15f45e24f0c455b35c5c5f7"
"18723836","looly/hutool","2014-04-13T07:23:51Z","A set of tools that keep Java sweet.","Java","2020-02-21T22:16:55Z","eafcd02357e659b72eb3bfb2c8779e4df44a6ebd","2019-08-14T10:02:32Z","6b011af032efa80a0b0f6a8f66189cca907e497f"
"19148949","PhilJay/MPAndroidChart","2014-04-25T14:29:47Z","A powerful ? Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.","Java","2018-04-29T23:48:01Z","7286f8703f50b8c128a89c543a58f268d9902123","2018-04-29T23:58:33Z","6fbd49276168b6270a85cc8ddb2d655b0afaa1f2"
"19463625","nginx-proxy/nginx-proxy","2014-05-05T17:01:40Z","Automated nginx proxy for Docker containers using docker-gen","Python","2018-03-24T11:07:43Z","5266553e1bcb8bdcf47218d8a3c3d95e3272595c","",""
"19872456","ReactTraining/react-router","2014-05-16T22:22:51Z","Declarative routing for React","JavaScript","2016-02-18T02:22:15Z","d090b05ac9f7e76ebbb8b9e4b1805aafdd7a8ca7","",""
"19953044","google/flatbuffers","2014-05-19T18:33:01Z","FlatBuffers: Memory Efficient Serialization Library","C++","2016-12-08T06:17:30Z","0de4f3f75be54522af19ed6595fb41f2647f8b94","2017-02-09T02:15:26Z","dabe030890eb1e877da65dd40f4086b8ef419794"
"20270252","feathericons/feather","2014-05-28T19:49:55Z","Simply beautiful open source icons","JavaScript","2017-02-28T03:27:38Z","ebc76104363b6d949fbde4840edf57607b6cc45a","",""
"20541795","SnapKit/SnapKit","2014-06-05T21:13:40Z","A Swift Autolayout DSL for iOS & OS X","Swift","2016-03-02T18:51:22Z","15b1b036244b39894d91d3f7ebc3899eeda91528","",""
"20587599","apache/flink","2014-06-07T07:00:10Z","Apache Flink","Java","","","2016-04-06T16:06:06Z","24f89b7f1695ee095a2a161990bdcfd8c09283a5"
"20773773","bazelbuild/bazel","2014-06-12T16:00:38Z","a fast, scalable, multi-language and extensible build system","Java","2016-11-02T19:28:34Z","ca2c184affbc6da871b8c71d2dd3d54a2ef5f8d9","",""
"20787122","PostgREST/postgrest","2014-06-13T00:23:00Z","REST API for any Postgres database","Haskell","2018-04-13T10:28:11Z","58f4b4bc336a9a017be86ceeb0a379a76ec3bc64","2020-06-06T02:40:03Z","8588a42aa94564b929050f8d097a2bb98b6535d6"
"20904437","gin-gonic/gin","2014-06-16T23:57:25Z","Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.","Go","2018-08-14T11:35:13Z","6c8a9731345b6782c923054b0c973c2b4b9394a6","2018-08-14T03:35:13Z","6c8a9731345b6782c923054b0c973c2b4b9394a6"
"20965586","SwiftyJSON/SwiftyJSON","2014-06-18T14:41:15Z","The better way to deal with JSON data in Swift.","Swift","2017-02-22T23:51:03Z","0e986772b1888181e54f60dae44090bb7947a0eb","2017-02-22T23:51:03Z","0e986772b1888181e54f60dae44090bb7947a0eb"
"21399598","angular/material","2014-07-01T19:20:06Z","Material design for AngularJS","JavaScript","2016-04-30T21:07:09Z","f5af7a12f2149c7df946e27570c78b7da1f13a9c","2017-12-29T04:07:17Z","ccb310d72ee7943291dbc3be3f83e04b3693486b"
"21413198","immutable-js/immutable-js","2014-07-02T06:02:29Z","Immutable persistent data collections for Javascript which increase efficiency and simplicity.","JavaScript","2016-04-16T08:48:27Z","6aef508c1ea8f1daf4568ee8259bccf48c9c7ab5","",""
"21467110","explosion/spaCy","2014-07-03T15:15:40Z","? Industrial-strength Natural Language Processing (NLP) with Python and Cython","Python","2016-10-28T14:19:18Z","1f8826e9061066308537575e4e7064da25e206dd","2016-10-27T09:20:08Z","63b7c2ef619f2cf3f0be29ec8ac0f6903a6801d6"
"21484781","jumpserver/jumpserver","2014-07-04T03:54:59Z","JumpServer 是全球首款开源的堡垒机，是符合 4A 的专业运维安全审计系统。","JavaScript","2020-09-25T15:47:43Z","6a801eaf337cc9aea7c6b964f95feaba540c4ffa","",""
"22067521","ocornut/imgui","2014-07-21T14:29:47Z","Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies","C++","2018-02-13T00:06:04Z","242bf9d9e2f51a12d190102f5169659c54476a06","2018-03-12T13:20:39Z","887712a6f14140808b877f7e60b5d1a901959e86"
"22394357","osquery/osquery","2014-07-29T20:27:33Z","SQL powered operating system instrumentation, monitoring, and analytics.","C++","2018-04-06T23:18:58Z","e3a044bf226fcfa4a0438a670a73d2d65d6ff192","2018-08-08T18:16:18Z","445ce92643a459f766e31cd44661942dc74ecf71"
"22458259","Alamofire/Alamofire","2014-07-31T05:56:19Z","Elegant HTTP Networking in Swift","Swift","2017-06-27T22:45:11Z","c016dbfda6788a0ce2cdf38def20be9ef5fc26ed","2017-06-27T22:45:11Z","c016dbfda6788a0ce2cdf38def20be9ef5fc26ed"
"22790488","iluwatar/java-design-patterns","2014-08-09T16:45:18Z","Design patterns implemented in Java","Java","","","2017-11-25T13:03:34Z","fb64d69347d145a8b1cd683d0aa8c3d728f4408c"
"23044617","Popmotion/popmotion","2014-08-17T16:23:07Z","Simple animation libraries for delightful user interfaces","JavaScript","2018-05-06T14:26:40Z","48c79e533b48b3e250c1397a557c05fdb01a5482","",""
"23083156","mui-org/material-ui","2014-08-18T19:11:54Z","React components for faster and easier web development. Build your own design system, or start with Material Design.","JavaScript","2016-02-28T15:40:56Z","c3c43966126ee83390a2e68184c8cd85ae0ef655","2016-02-28T23:40:56Z","c3c43966126ee83390a2e68184c8cd85ae0ef655"
"23088740","axios/axios","2014-08-18T22:30:27Z","Promise based HTTP client for the browser and node.js","JavaScript","2017-04-08T06:13:25Z","bb57daab1a09fcb661f653c55381ed5a1e494cb2","2017-04-08T06:13:25Z","bb57daab1a09fcb661f653c55381ed5a1e494cb2"
"23096959","golang/go","2014-08-19T04:33:40Z","The Go programming language","Go","2016-02-26T11:16:55Z","7b74921d561fa3e8df4242cef692987f1f5975b4","2016-02-26T11:16:55Z","7b74921d561fa3e8df4242cef692987f1f5975b4"
"23141830","paularmstrong/normalizr","2014-08-20T08:41:38Z","Normalizes nested JSON according to a schema","JavaScript","2016-05-24T01:16:41Z","66bfee45917a6fba43da68224e16293ed4aabd99","2016-05-24T01:16:41Z","66bfee45917a6fba43da68224e16293ed4aabd99"
"23338716","JedWatson/react-select","2014-08-26T04:27:45Z","The Select Component for React.js","JavaScript","2016-06-03T10:42:39Z","b3035ccd69103c82704fe751baa8f9248f081528","",""
"23357588","protocolbuffers/protobuf","2014-08-26T15:52:15Z","Protocol Buffers - Google's data interchange format","C++","2018-06-20T02:52:03Z","778478b2a58c2dbcaf15262f79c9beeb389119d5","",""
"23689830","yeasy/docker_practice","2014-09-05T04:06:39Z","Learn and understand Docker technologies, with real DevOps practice!","Go","2017-11-13T19:35:41Z","cb21e9b1677777cfe8ce5832f75342bf73046529","2017-11-13T19:35:41Z","cb21e9b1677777cfe8ce5832f75342bf73046529"
"23974149","Dogfalo/materialize","2014-09-12T19:35:38Z","Materialize, a CSS Framework based on Material Design","JavaScript","2016-11-12T11:51:33Z","308d3e6e880283fb01f52051edd29fbf67a79ac6","2017-06-30T18:30:24Z","5636ead859a589478c8e5b1b65c24ee531dfbd44"
"24195339","angular/angular","2014-09-18T16:12:01Z","One framework. Mobile & desktop.","TypeScript","2016-03-04T06:06:11Z","bc9644e86ebea7b4d8373e7ef4750760af937a6f","2016-03-04T06:06:11Z","bc9644e86ebea7b4d8373e7ef4750760af937a6f"
"24268127","coreybutler/nvm-windows","2014-09-20T16:37:28Z","A node.js version management utility for Windows. Ironically written in Go.","Go","2016-02-26T01:22:28Z","6886add96ca8126246608ebf6c16b0dfe551c3f2","",""
"24560307","babel/babel","2014-09-28T13:38:23Z","? Babel is a compiler for writing next generation JavaScript.","JavaScript","2016-09-07T20:37:49Z","a1b46f164072cec5862d8cc12de8ebea42b88ba6","2016-09-08T04:37:49Z","a1b46f164072cec5862d8cc12de8ebea42b88ba6"
"24579238","vuejs/vue-devtools","2014-09-29T03:52:07Z","⚙️ Browser devtools extension for debugging Vue.js applications.","JavaScript","2018-01-15T01:31:26Z","f77b51ea43c40d55b2a14c1f4e272548fa98fcbc","",""
"24635156","t4t5/sweetalert","2014-09-30T11:12:48Z","A beautiful replacement for JavaScript's ""alert""","TypeScript","2018-02-15T14:27:24Z","c0d5c30435bad16a53f58940893ab1c3d4a4aaa7","",""
"24976755","hankcs/HanLP","2014-10-09T06:36:16Z","中文分词 词性标注 命名实体识别 依存句法分析 语义依存分析 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁转换 自然语言处理","Python","2020-01-09T08:20:48Z","4a9b20bd864d0eec3ca983e426e8115ca5ab3848","",""
"25050844","Carthage/Carthage","2014-10-10T19:54:55Z","A simple, decentralized dependency manager for Cocoa","Swift","2016-03-29T07:17:48Z","bc5908ed4b0de23bc5746807309b058e028edeeb","",""
"25095239","aFarkas/lazysizes","2014-10-11T21:03:26Z","High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration.","JavaScript","2019-06-06T13:30:10Z","f7db220efc9d54ae096dff06314fef0eb724790d","",""
"25427817","react-dnd/react-dnd","2014-10-19T13:29:28Z","Drag and Drop for React","TypeScript","2018-05-31T00:38:56Z","e3b589032c24e0aa9542896b717317914ca64184","",""
"25880891","facebook/flow","2014-10-28T17:17:45Z","Adds static typing to JavaScript to improve developer productivity and code quality.","OCaml","2017-06-08T01:59:52Z","5887813e531ccd7df8fcb4b149671128df5d84bc","2019-01-30T03:59:43Z","609406de5ac1e048b3c86f10072c548970d33694"
"26066727","mermaid-js/mermaid","2014-11-01T23:52:32Z","Generation of diagram and flowchart from text in a similar manner as markdown","JavaScript","2019-07-08T13:38:05Z","86f430f61b207933b4a3152f7ad17608b983cd44","2019-12-07T04:41:16Z","6b5185abfbb20e2a01e418b890e4953201cbff74"
"26102180","afollestad/material-dialogs","2014-11-03T03:21:42Z","? A beautiful, fluid, and extensible dialogs API for Kotlin & Android.","Kotlin","2016-04-15T18:16:47Z","b1710553fc8e22b784c087cc3b2bd8c0083fdf4d","2018-10-31T01:59:12Z","20637129ad3ff6b9b8645afc750ad2f9ea6d9c9a"
"26337322","rancher/rancher","2014-11-07T20:49:31Z","Complete container management platform","Go","2018-01-26T00:47:20Z","77fce96822f8794be8fb6597bea2538237a37b8b","",""
"26516210","certbot/certbot","2014-11-12T02:52:20Z","Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.","Python","2017-02-25T05:08:25Z","d066f8b38b432000d4217c1cd39bc292938796ce","2018-09-06T09:05:42Z","0c66de47cf38b83b5a11804c011e54bfca309dd8"
"26783295","Kong/kong","2014-11-17T23:56:08Z","? The Cloud-Native API Gateway ","Lua","2016-07-14T06:50:19Z","5870a646370e590dda9d0eb27110561cfdc3e47d","2016-07-16T02:26:21Z","c28fad03c27bb23c8b394f8db19dd98d4b87b577"
"26784827","dotnet/core","2014-11-18T00:44:57Z","Home repository for .NET Core","Shell","2016-07-20T05:10:22Z","9516bda8c29bd230a19ec0be7c244a4f333444fc","",""
"26820798","avajs/ava","2014-11-18T17:20:26Z","Node.js test runner that lets you develop with confidence ?","JavaScript","2016-03-01T19:30:31Z","c73aac8621a08725cae73b87c5e38896ef236396","",""
"27193779","nodejs/node","2014-11-26T19:57:11Z","Node.js JavaScript runtime :sparkles::turtle::rocket::sparkles:","JavaScript","2016-02-23T05:36:45Z","81e35b5a2956604a6a3b9bb795a74a342702cc12","2016-02-23T13:36:45Z","81e35b5a2956604a6a3b9bb795a74a342702cc12"
"27388642","homebridge/homebridge","2014-12-01T16:37:39Z","HomeKit support for the impatient","TypeScript","2017-10-30T18:32:50Z","f60230991d9d6f146922958422cd350ef9478f1d","2020-03-17T03:32:19Z","56a89ae111f1e688e1d5e8551974ecb2caee8f45"
"27442967","fastlane/fastlane","2014-12-02T17:00:38Z","? The easiest way to automate building and releasing your iOS and Android apps","Ruby","2016-02-27T00:26:53Z","6f79b4fba948a3c01904d41d70a9715e05e55767","2016-09-14T06:45:02Z","e934a6cbda18dc7932b0cecab10f4f751415aa37"
"27574418","ryanoasis/nerd-fonts","2014-12-05T04:31:17Z","Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more","CSS","2016-03-20T08:30:11Z","bdaecbf01b072e00ae9742726eb556af243439e5","2016-03-20T08:39:22Z","da0f629676aedb8cee6ae1fe9dd1a788590011be"
"27729880","grpc/grpc","2014-12-08T18:58:53Z","The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)","C++","2017-05-08T16:56:35Z","87fa26ef1aa33b9dbf7e7fc8bb55850bbfe69476","2019-08-20T08:00:40Z","76aba16cf4f0296f0af617adbe4e7f4f4468221e"
"28457823","freeCodeCamp/freeCodeCamp","2014-12-24T17:49:19Z","freeCodeCamp.org's open source codebase and curriculum. Learn to code at home.","JavaScript","2018-10-11T19:59:23Z","aec23133cdbcf94de2e67511b47b8ea95134a30b","2016-02-18T14:28:22Z","446fa62f88cde93f511ebdbb24ad758f4b4cb5b5"
"29028775","facebook/react-native","2015-01-09T18:10:16Z","A framework for building native apps with React.","JavaScript","2016-02-18T07:58:35Z","1f6ad46598cdfaf874d8d64b2ce0f56bf4704084","2016-02-18T07:58:35Z","1f6ad46598cdfaf874d8d64b2ce0f56bf4704084"
"29112049","HelloZeroNet/ZeroNet","2015-01-12T00:41:38Z","ZeroNet - Decentralized websites using Bitcoin crypto and BitTorrent network","JavaScript","2017-11-18T07:49:44Z","1aaa1ba9750c5cfdf4a5b335078d30a4dabb1735","",""
"29217054","micro/go-micro","2015-01-13T23:30:18Z","A Go standard library for microservices","Go","2019-11-26T19:17:32Z","d2eba3f8f9fb6a0f96c57d0841a814ee45a169fc","2020-06-03T17:32:28Z","aa679f7a73ed9896d0623ef30dad6d6502d07efa"
"29219243","bannedbook/fanqiang","2015-01-14T00:34:25Z","翻墙-科学上网","Rich Text Format","2020-02-12T09:48:58Z","66ce56e41209939d452d7af390511719579a2082","",""
"29261473","minio/minio","2015-01-14T19:23:58Z","High Performance, Kubernetes Native Object Storage","Go","2016-06-03T13:01:08Z","1213bf9fa12ff8bcb78d1d90c66f682b7b2bc47e","2016-10-23T08:35:52Z","e293f079f54a1e1cac65b4e7dea128b4e7f662d7"
"29268051","google/material-design-lite","2015-01-14T22:01:33Z","Material Design Components in HTML/CSS/JS","HTML","2016-07-13T23:05:04Z","14655196250f74b8baace8c852cf133aa9a582d4","",""
"29290473","XX-net/XX-Net","2015-01-15T09:35:51Z","A proxy tool to bypass GFW.","Python","2016-05-02T23:42:43Z","54b419d2b77bce234e3fc11fe9960bab72e5e236","",""
"30161665","infernojs/inferno","2015-02-01T22:07:38Z",":fire: An extremely fast, React-like JavaScript library for building modern user interfaces","JavaScript","2016-09-24T06:27:19Z","5a486ab43ec794b7cfcf69d65d343dcea26a107d","2016-09-24T06:27:19Z","5a486ab43ec794b7cfcf69d65d343dcea26a107d"
"30203935","metabase/metabase","2015-02-02T19:25:47Z","The simplest, fastest way to get business intelligence and analytics  to everyone in your company :yum:","Clojure","2016-02-25T04:42:04Z","495a577b640991e1c7922109979627925ab01970","2016-02-25T04:42:04Z","495a577b640991e1c7922109979627925ab01970"
"30794868","sampotts/plyr","2015-02-14T11:33:07Z","A simple HTML5, YouTube and Vimeo player","JavaScript","2016-10-23T10:34:44Z","f9a184800b8bbbfd854b8bb91e1c7d9d0fe6796c","2016-10-23T10:34:44Z","f9a184800b8bbbfd854b8bb91e1c7d9d0fe6796c"
"30969188","react-boilerplate/react-boilerplate","2015-02-18T14:36:32Z",":fire: A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.","JavaScript","2016-07-20T06:25:22Z","8c74efdf2e71acde944cc9a0bab0f4a433c361dc","2016-07-20T14:25:22Z","8c74efdf2e71acde944cc9a0bab0f4a433c361dc"
"31085130","airbnb/lottie-web","2015-02-20T21:02:59Z","Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/","JavaScript","2017-06-21T19:14:50Z","4acfd7867afc1af0364f587b2b608497f968c74d","",""
"31288958","hashicorp/vault","2015-02-25T00:15:59Z","A tool for secrets management, encryption as a service, and privileged access management","Go","2017-08-01T06:21:28Z","b8afad6f4161455baa8d4fd443ee525a3b0f9fbb","",""
"31492490","NativeScript/NativeScript","2015-03-01T09:47:08Z","NativeScript empowers you to access native api's from JavaScript directly. Angular, Vue, Svelte, React and you name it compatible.","TypeScript","2016-02-18T08:32:57Z","1a031588c468ea4bb1be56dfee1b65f92b8db060","2016-02-18T16:32:57Z","1a031588c468ea4bb1be56dfee1b65f92b8db060"
"31504491","labstack/echo","2015-03-01T17:43:01Z","High performance, minimalist Go web framework","Go","2016-06-05T07:42:29Z","9f23055745e1cc8348b1613f06cc2fbdc81c5a3e","",""
"31533997","facebook/fresco","2015-03-02T09:58:04Z","An Android library for managing images and the memory they use.","Java","2017-02-10T20:35:48Z","86e0e7dbd682361a1c265cfe6e81b82cc709fe22","2017-02-10T20:35:48Z","86e0e7dbd682361a1c265cfe6e81b82cc709fe22"
"31629751","cypress-io/cypress","2015-03-04T00:46:28Z","Fast, easy and reliable testing for anything that runs in a browser.","JavaScript","2017-10-10T19:07:42Z","779eddaba5bbc3984ce71198e59bc0d84a2c63c1","2018-06-06T00:46:08Z","4869d64c820fb04bd0b9f82c55484cc3d8cc39af"
"31792824","flutter/flutter","2015-03-06T22:54:58Z","Flutter makes it easy and fast to build beautiful apps for mobile and beyond.","Dart","2016-02-19T19:37:05Z","512f5764bd6078d69d9c87ddffa9a8da39e50633","2019-02-21T07:41:28Z","f6036424714681fc840ad82b4da8fa7ab221a8ff"
"32215970","mobxjs/mobx","2015-03-14T14:31:38Z","Simple, scalable state management.","JavaScript","2016-10-14T18:01:52Z","446ae5a7b96859c2d722126d9a0b21f1f662590a","2016-10-14T18:07:13Z","4e42475c7f76da6df7232583587056cef6e25e10"
"32247847","ReactiveX/rxjs","2015-03-15T06:17:10Z","A reactive programming library for JavaScript","TypeScript","2016-03-09T13:52:04Z","e92a7b3e334019a96a1b3873a7cb69b602349050","2016-03-09T13:52:04Z","e92a7b3e334019a96a1b3873a7cb69b602349050"
"32531480","js-cookie/js-cookie","2015-03-19T15:57:47Z","A simple, lightweight JavaScript API for handling browser cookies","JavaScript","2019-09-29T15:50:38Z","9bf3b8ea9906d41249325fafe9f182601ad221ea","",""
"32578467","danielgindi/Charts","2015-03-20T10:49:12Z","Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.","Swift","2018-03-15T08:06:05Z","3e36632ecd3b4968e090332d27cf296cf3c34f11","2018-03-15T08:06:05Z","3e36632ecd3b4968e090332d27cf296cf3c34f11"
"32689863","3b1b/manim","2015-03-22T18:50:58Z","Animation engine for explanatory math videos","Python","2018-12-05T09:20:30Z","bbf09e0f441a341bb11498e138ed25b3b3b96142","2018-12-05T09:20:30Z","bbf09e0f441a341bb11498e138ed25b3b3b96142"
"32948863","jondot/awesome-react-native","2015-03-26T19:58:06Z","Awesome React Native components, news, tools, and learning material!","JavaScript","","","2018-12-14T19:21:51Z","1825a53046e0ebdcc8213c5e6cb6b1b260b6bd8c"
"33015583","keras-team/keras","2015-03-28T00:35:42Z","Deep Learning for humans","Python","2016-02-18T08:56:18Z","25e5f7531ad664b32403f17aa7abdf61074314ba","2018-07-05T00:10:25Z","b6bb0be10ad84d456bb1cea535a4a922d7f2e2c6"
"33263118","gorhill/uBlock","2015-04-01T17:51:11Z","uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.","JavaScript","2016-02-19T03:27:01Z","4313c9d6f0ca4d780b834eb10728912f8b8a971a","",""
"33486016","onevcat/Kingfisher","2015-04-06T14:26:21Z","A lightweight, pure-Swift library for downloading and caching images from the web.","Swift","2017-04-01T23:22:02Z","b80d55eb7ae905940913869711d3661da06dce6b","",""
"33569135","ReactiveX/RxSwift","2015-04-07T21:25:17Z","Reactive Programming in Swift","Swift","2016-06-26T12:53:12Z","37560a734e8f6c2a3542fa90118076f3c9f94768","",""
"33614304","nvbn/thefuck","2015-04-08T15:08:04Z","Magnificent app which corrects your previous console command.","Python","2018-01-04T01:59:38Z","4fb85b0a9280ec44ce586a7ad6869477bcf86c23","",""
"33791743","x64dbg/x64dbg","2015-04-11T20:48:23Z","An open-source x64/x32 debugger for windows.","C++","2017-02-03T04:15:26Z","e4a651e45376e60daa7b7e51a60424f9256b6642","",""
"33884891","apache/airflow","2015-04-13T18:04:58Z","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","Python","2020-03-20T23:48:04Z","bfce7e9862da15be1955dcb3215ec3491271fe9a","2016-04-09T01:55:06Z","8f2aac0f4ee5f2692a186bb796ddcb6c3b367740"
"33895378","bevacqua/dragula","2015-04-13T21:35:38Z",":ok_hand: Drag and drop so simple it hurts","JavaScript","2016-06-02T22:14:58Z","9eb97aa2b01781e5a9f97f4210b02d9f34572dbd","",""
"34302698","serverless/serverless","2015-04-21T03:48:40Z","⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ","JavaScript","2016-04-12T13:52:45Z","f5e6017601555eecf0603acdbd009ee7f8045e47","2016-04-17T17:54:42Z","0249d610ebcd6b1b0bfa6119dce9f21411502474"
"34526884","ant-design/ant-design","2015-04-24T15:37:24Z","?  A UI Design Language and React UI library","TypeScript","2016-02-19T15:55:00Z","d9f066e08010e6da042f04874958f4c99fefad43","2016-02-23T09:43:21Z","09c99e7470e5f807ff5bc7b43bdafa911d885ea3"
"34824499","square/leakcanary","2015-04-29T23:54:16Z","A memory leak detection library for Android.","Kotlin","2019-05-21T23:22:17Z","8bfebacafa3c68cf421d91563e74ee35c4c1f80c","",""
"34864402","apache/incubator-mxnet","2015-04-30T16:21:15Z","Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more","C++","2016-12-08T08:05:42Z","327132d8d0847664b178cca0b7f7551ed312c136","2017-10-10T04:06:00Z","b6b8da0ac2b1ef8b84089458c757ce8b19aab0d7"
"35640229","rollup/rollup","2015-05-14T22:26:28Z","Next-generation ES module bundler","JavaScript","2016-09-19T01:30:42Z","0cd5ea35e606f0c6f4208d211e552b6bec1acd18","2016-09-19T01:30:42Z","0cd5ea35e606f0c6f4208d211e552b6bec1acd18"
"35685034","oblador/react-native-vector-icons","2015-05-15T16:38:57Z","Customizable Icons for React Native with support for NavBar/TabBar, image source and full styling.","JavaScript","2018-08-20T05:27:15Z","d84fe44c2f1debf4b508c1ecd6a79f726d16847a","",""
"35732214","realm/SwiftLint","2015-05-16T16:59:31Z","A tool to enforce Swift style and conventions.","Swift","2017-08-10T23:19:42Z","806039d117f5de16434774cc54aebc266d1b4706","",""
"35810174","electron-react-boilerplate/electron-react-boilerplate","2015-05-18T09:54:57Z","A Foundation for Scalable Cross-Platform Apps","TypeScript","2018-10-04T01:53:12Z","646ad09d5a5a92a4222140baf075e25d70e7bc5b","",""
"35866694","RocketChat/Rocket.Chat","2015-05-19T07:36:09Z","The ultimate Free Open Source Solution for team communications.","JavaScript","2016-02-19T05:22:36Z","2a98819f6c456aef5bb38edf6c697a95654691ea","2016-02-19T05:36:42Z","a158d7b495c6c420f53e96c8b3ccb862d80793de"
"36040894","gatsbyjs/gatsby","2015-05-21T22:43:05Z","Build blazing fast, modern apps and websites with React","JavaScript","2017-12-13T01:31:49Z","0503c9419fb29b4f5a9feaab19c21f285e89e6b9","2018-06-17T07:49:26Z","cf63c09576b8450a0f61a72622856be97bfc3ba9"
"36535156","reduxjs/redux","2015-05-29T23:53:15Z","Predictable state container for JavaScript apps","TypeScript","2016-05-30T01:41:36Z","182604f690711ce1d304479ffc24ddc8be25a456","2019-11-17T03:35:06Z","e77830d6925f767f2aac76e1bddc291ab6f21f22"
"36804486","tqdm/tqdm","2015-06-03T13:13:14Z","A Fast, Extensible Progress Bar for Python and CLI","Python","2017-01-06T06:35:21Z","5d57e177b9bb3fe2c0007c7f191e274b785bf62f","2017-01-06T06:35:21Z","5d57e177b9bb3fe2c0007c7f191e274b785bf62f"
"36836475","tmux/tmux","2015-06-03T23:32:55Z","tmux source code","C","2019-05-11T15:23:14Z","3a9c199ae7ddaae21682f6c1292ee923e618321e","",""
"36891867","angular/angular-cli","2015-06-04T19:49:37Z","CLI tool for Angular","TypeScript","2016-03-24T01:21:09Z","41347b5b41160199c481c158614ee0b865c15549","",""
"37153337","necolas/react-native-web","2015-06-09T19:25:38Z","React Native for Web","JavaScript","2018-05-09T01:11:27Z","e7f84a92287d2c9480b11d6e7ad98ecd93afd194","",""
"37448451","mattermost/mattermost-server","2015-06-15T06:50:02Z","Open source Slack-alternative in Golang and React - Mattermost","Go","2016-05-17T07:10:28Z","5f5f813387a914d6e34945490c438755adfa8505","2016-06-28T23:09:54Z","b3b90a753166e1b2d6141cfd60b350bcd49c7253"
"37627792","nfl/react-helmet","2015-06-18T00:07:34Z","A document head manager for React","JavaScript","2019-05-01T06:43:47Z","c75f05ceedba13f167d1efa9e7bec6cd7c53e15f","",""
"37958358","naptha/tesseract.js","2015-06-24T02:49:52Z","Pure Javascript OCR for more than 100 Languages ???","JavaScript","2019-05-10T17:09:25Z","f576fca12fb968332e2729e2de3173ceb281a260","",""
"38307428","graphql/graphql-js","2015-06-30T12:16:50Z","A reference implementation of GraphQL for JavaScript","JavaScript","2017-12-07T14:14:04Z","8e15b1f33455e4e1a5e9b634add9bd5530b2c7cb","",""
"38558578","jiahaog/nativefier","2015-07-05T05:56:42Z","Make any web page a desktop application","TypeScript","2016-02-18T16:16:20Z","fdecb6b8aca676cddd6beff08f71cc201dcaeb9b","",""
"38836015","michalsnik/aos","2015-07-09T17:49:00Z","Animate on scroll library","JavaScript","2018-07-08T03:20:19Z","5d0dfc967f3d6b3026dfcdb8d5986643fad6d3b0","2018-07-08T03:20:19Z","5d0dfc967f3d6b3026dfcdb8d5986643fad6d3b0"
"38934449","reduxjs/react-redux","2015-07-11T17:32:01Z","Official React bindings for Redux","JavaScript","2018-12-05T22:49:15Z","9d50c2bd5764247710d37c1bfac8676f095421cf","",""
"39013909","reduxjs/redux-thunk","2015-07-13T13:33:08Z","Thunk middleware for Redux","JavaScript","2019-08-30T01:58:54Z","3f56c2fba4a72d034cf214a2450df4d91ac1f5d6","",""
"39176269","vuejs/vuex","2015-07-16T04:21:26Z","?️ Centralized State Management for Vue.js.","JavaScript","2017-03-20T19:46:00Z","24f9db5910003ba0747e8cd9735bd7178c1b7892","",""
